pais_de_origem;razao_social;cnpj;logradouro;cidade;uf;cep;e_mail;cotm;vigencia Mês;Vigência Dia;Vigência Ano
BRASIL;J. F. De Oliveira Navegação Ltda;22797070000155;Av. Presidente Kennedy nº 1850 - 2º andar - Bairro Colonia Oliveira Machado;Manaus;AM;69070625;dal@grupochibatao.com.br;0489-0512;5;10;2022
BRASIL;Combitrans Amazonas Ltda;5501594000138;Rua Ponta Grossa, nº 303 - Galpão A - Colônia Oliveira Machado;Manaus;AM;69074190;dener.guerra@combitrans.com.br;0756-0516;5;10;2026
BRASIL;Cnn - Cia Norte De Navegação;14160269000140;RUA DESEMBARGADOR CESAR REGO, Nº 850, SALA D - COLÔNIA ANTÔNIO ALEIXO;Manaus;AM;69008445;cnn@cnnnavegacao.com.br;1157-0421;4;26;2031
BRASIL;Center Cargo Manaus Transportes Internacionais Ltda Me;8208384000144;Travessa Dublin, nº 388, quadra 33 S 5 - Campos Eliseos;Manaus;AM;69045080;gilberto.alves@centercargocpg.com.br;0818-0117;1;23;2027
BRASIL;Bss Soluções Integradas Ltda - Me;10272172000178;Rua Epaminondas - nº 12 - conj.Shangrilar II - Parque 10 de novembro;Manaus;AM;69054691;bss@bss.srv.br;0309-1108;6;6;2033
BRASIL;Bss Soluções Integradas Ltda - Me;10272172000178;Rua Epaminondas - nº 12 - conj.Shangrilar II - Parque 10 de novembro;Manaus;AM;69054691; marcelosilva@bss.srv.br;0309-1108;6;6;2033
BRASIL;Bss Soluções Integradas Ltda - Me;10272172000178;Rua Epaminondas - nº 12 - conj.Shangrilar II - Parque 10 de novembro;Manaus;AM;69054691; itaelio@bss.srv.br;0309-1108;6;6;2033
BRASIL;Bl Logística E Serviços De Transporte Eireli;30406564000190; Av. Elias Ramiro Bentes, n.º 1385, Bairro: Monte das Oliveiras;Manaus;AM;69093102;bllogisticaeservicos@gmail.com;1121-1020;10;27;2030
BRASIL;B. V. Marques Epp;54661155000106;R DOUTOR GENTIL BITTECOURT 310 - ALVORADA II;Manaus;AM;69042120;operacionallogistica.am@gmail.com;1441-0824;8;28;2034
BRASIL;Arc Brasil Logistica E Representações Ltda;16851421000166;RUA QUEMM ODYSSEY Nº 48 - CONJ. CANARANAS - CIDADE NOVA;Manaus;AM;69097110;moises@arcbrasil.com.br;1283-0822;8;22;2032
BRASIL;Atlantis Da Amazonia Comércio Ltda;84502244000162;AV. ÁLVARO BOTELHO MAIA, Nº 2166, SALA 07 - ADRIANOPOLIS;Manaus;AM;69057035;graziella@atlantisdaamazonia.com.br;0543-0313;3;18;2023
BRASIL;Am Log Transportes Ltda - Me;9531610000196;R. Marechal Deodoro, nº 34 - Colônia Oliveira Machado;Manaus;AM;69070840;maria brito@amlog.srv.br;0467-1211;12;16;2021
BRASIL;Amazon Transportes Ltda;1661770000148;AV. ABIURANA Nº 1.474 - SALA 01 - DISTRITO INDUSTRIAL I;Manaus;AM;69075010;SANTIAGO@TRANSMAZON.COM.BR;1335-0323;3;10;2033
BRASIL;Amazonorte Cargas Express Ltda - Me;1741756000154;Av. Lourenço da Silva Braga, 100 – F – Centro;Manaus;AM;69020290;contato@amazonortecargas.com.br;0346-0909;4;8;2019
BRASIL;Agillog Transportes Multimodais Ltda,;19122124000178;Avenida Guaranás, Nº 53, Quadra 42, Conjunto Cidade Nova I - Cidade Nova;Manaus;AM;69090730;comercial@agillog.com.br;1410-0324;3;5;2034
BRASIL;Adukargo Transportes, Logística E Servicos De Armazens Gerais Ltda;8268378000182;Avenida Autaz Mirim nº1225 - Distrito Industrial I;Manaus;AM;69075155;"	juridico@aduana-dsp.com.br";1424-0624;6;4;2034
BRASIL;Af Logística Eireli;30416561000137;Av. Djalma Batista, nº 98 - Parque 10 de Novembro;Manaus;AM;69055038;tscontabilidadeltda@hotmail.com;0911-0718;7;24;2028
BRASIL;A Andrade Picao Epp;18624436000117;Rua Visconde de Ouro Preto, 17, Quadra  A11, Lote 17, Parque das Laranjeiras - Bairro Flores;Manaus;AM;69058080;eirucargo.adm@gmail.com;1078-0520;5;15;2030
BRASIL;Navegação Cidade Ltda;63698724000170;AV. GOVERNADOR JOSE LINDOSO Nº 2322 - MAZZARELO;Manicoré;AM;69280000;nc_cidade@hotmail.com;0428-0211;4;14;2031
BRASIL;A J S M Serviços Contábeis Ltda;22762223000129;RUA DOM JOÃO III, Nº 33 A - BRILHANTE;Tabatinga;AM;69640000;abmtbt@hotmail.com;1209-1221;12;9;2031
BRASIL;VAMIRO AVELINO DE PAIVA JUNIOR;29574206000107;RW - TABATINGA;Tabatinga;AM;69640000;paivatransporteseservicos@grupopaiva.com.br;1479-0325;3;21;2035
BRASIL;A.B Gomes Refrigeração;8174282000155;AV .CARLOS PEREIRA DE MELO Nº 2235 - BAIRRO - CAIMBÉ;Boa Vista;RR;69312212;azamorserrao@bol.com.br;1086-0620;6;29;2030
BRASIL;Xingu Transportes De Cargas Ltda-Me;10625216000104;RUA MANOEL UMBUZEIRO Nº 1754-B BAIRRO - CENTRO;Altamira;PA;68371180;XINGULOGTURISMO@YAHOO.COM.BR;0611-0314;3;10;2024
BRASIL;Wr Transportes E Servicos Ltda;8754934000120;AVENIDA PRINCIPAL (PASSAGEM BOM JESUS), Nº 63 A - CIDADE NOVA;Ananindeua;PA;67130000;contato@wrtransports.com.br;1179-0621;6;25;2031
BRASIL;Vs Logística E Transportes Ltda;34914283000107;RUA RICARDO BORGES Nº 328 - GUANABARA;Ananindeua;PA;67110290;antoni.soares@vslog.com.br;0628-0714;7;16;2024
BRASIL;Alcance Transportes Ltda;2149109000110;Rodovia BR 316, KM 6 - Coqueiro;Ananindeua;PA;67010000;bel-cml3@granero.com.br;0620-0614;6;5;2024
BRASIL;Ananin Cargo Logística Ltda - Epp;4696992000194;Rodovia BR 316, km 7, Terminal de Cargas. s/n, Módulo 6 B-C;Ananindeua;PA;67030000;ananintransportes@gmail.com;0771-0716;2;26;2036
BRASIL;H.F. Correia Transportes Epp;10711378000157;Estrada do Guajará, nº 11 - Coqueiro;Ananindeua;PA;67145470;amazon.cargas@yahoo.com.br;1087-0720;7;9;2030
BRASIL;Djm Pereira - Eireli;84201672000155;EST. DO CAIXA PARÁ, 120 - LEVILANDIA;Ananindeua;PA;67015520;djm@djmpereira.com.br;0354-1009;11;6;2029
BRASIL;Djm Transporte E Logística Ltda Me;12571101000100;Rua Distrito Industrial, nº 10 setor E e quadra 15 - lotes de 01 a 08 galpão B;Ananindeua;PA;67035330;cjsegtowich@hotmail.com;0810-1216;12;7;2026
BRASIL;Mauro F Lobato Ltda;39424302000122;AVENIDA GOVERNADOR HÉLIO DA MOTA GUEIROS, 2227 , QUARENTA HORAS (COQUEIRO);Ananindeua;PA;67120370;mauro.operacional@gmail.com;1425-0624;6;11;2034
BRASIL;Multipark Armazéns Gerais E Logística Ltda;22454868000102;Rodovia BR 316 Km 04 bloco E e F da Multipark Condomínio de Empresas - Guanabara;Ananindeua;PA;67110000;contato@grupomultipark.com.br;0807-1116;11;22;2026
BRASIL;Transamazônica Logística E Transportes Ltda;6063153000164;Av. Principal Pass Bom Jesus, 63 - Cidade Nova III;Ananindeua;PA;67130000; transamazonica@transamazonica.com.br;0355-1009;10;27;2019
BRASIL;Rodocymar Transportes Ltda - Epp;2763624000196;"Rodovia BR 316, km 7 - Terminal de Cargas - Módulo B-6 A"" - Centro""";Ananindeua;PA;67030000;rodocymar@gmail.com;0787-0816;8;2;2026
BRASIL;Ultracargo Vila Do Conde Logística Portuária S.A.;34130063000184;Rodovia PA 481, Km 2.3,  Porto de Vila do Conde, VDC12, Vila do Conde;Barcarena;PA;68447000;carlos.arruti@ultracargo.com.br;1360-0723;7;4;2033
BRASIL;Matapi Transporte Multimodal Ltda;21019319000139;ROD. PA 483 - S/N - KM 09 - VILA DE MURUCUPI;Barcarena;PA;68447000;PEDROBARBOSA67@GMAIL.COM;1341-0323;3;23;2033
BRASIL;Hidrovias Do Brasil - Vila Do Conde S.A.;13574672000152;Avenida Verde e Branco , s/n  - Itupanema;Barcarena;PA;68445000;juridico@hbsa.com.br;0986-0519;5;9;2029
BRASIL;Henvil Transportes Ltda.;83892117000154;TRAV. QUINTINO BOCAIÚVA, 2301, SALA 2101, CREMAÇÃO;Belém;PA;66045315;henvil.contabilidade@hotmail.com;0356-1009;10;27;2019
BRASIL;Ilza Leão Da Silva Cunha;22998059000153;Travessa Mauriti, nº 178 - sala 1 - Pedreira;Belém;PA;66083000;cunhaeleaocomercio@gmail.com;0765-0616;6;16;2026
BRASIL;J. Ribeiro Rosa Me;15573776000178;Rodovia Arthur Bernardes, km 14, nº 9220 - Tapana;Belém;PA;66825000;jacob@rodonortecargas.com.br;0671-0415;4;29;2025
BRASIL;Karina Maria De M. Antunes Da Silva Cunha Transportes E Logística - Eireli;39613354000147;TRAVESSA MAURITI Nº 178 B - TELEGRAFO SEM FIO;Belém;PA;66083000;jmantunesexpress@gmail.com;1193-1021;10;4;2031
BRASIL;L H P Reis Ltda;18404639000106;PASSAGEM UBERABA, Nº 280, QD. D, LT 110 GALPAO, BAIRRO TAPANA (ICOARACI);Belém;PA;66825020;lhpaivareis@gmail.com;1463-1224;12;30;2034
BRASIL;Diviplan Serviços De Entrega, Transportes E Logística Ltda - Me;8851807000140;Av. Doutor Freitas nº 854 sala A - Marco;Belém;PA;66087810;gerenciadivilog@gmail.com;0610-0214;2;20;2024
BRASIL;Estaleiros Padre Julião Ltda;5442439000198;Rua Arthur Bernardes, nº 351 - Telégrafo;Belém;PA;66115000;rrebello@amazondryport.com.br;0211-1106;11;28;2026
BRASIL;Belnave Rodofluvial E Logística Ltda;34889477000191;Furo do Pinheiro, s/n - Loteamento Jardim Paissanremo - Bairro Icoaraci;Belém;PA;66813250;edgar@unirios.com.br;0715-1015;10;8;2025
BRASIL;Cosmo Logistica E Servicos Portuarios Eireli;19667688000196;R MUNICIPALIDADE, Nº 985, SL 2115 - EDIF. MIRAI OFFICE - UMARIZAL;Belém;PA;66050350;alberto@cosmolog.com.br;1262-0522;5;26;2032
BRASIL;MARCELA MARTINEZ PIMENTEL;7026812000155;Travessa Dr. Eneas Pinheiro, n° 1018  ;Belém;PA;66083158;fiscal@conceitocontab.com.br;0171-0206;7;1;2026
BRASIL;MARCELA MARTINEZ PIMENTEL;7026812000155;Travessa Dr. Eneas Pinheiro, n° 1018  ;Belém;PA;66083158;escritorio_tim@hotmail.com;0171-0206;7;1;2026
BRASIL;Marajó Locação E Serviços Ltda-Me;63859961000176;TV. APINAGES Nº 1340-B - CONDOR;Belém;PA;66045110;financeiro2@marajoveiculos.com.br;0594-1113;11;14;2023
BRASIL;Msr Transportes De Cargas E Encomendas Ltda - Epp;2531528000112;Avenida Romulo Maioranam nº 1149;Belém;PA;66093005;diretor@msrtransportes.com.br;0757-0516;5;10;2026
BRASIL;M & M Andrade Transportes Ltda - Epp;9295550000150;Av. 25 de Setembro, nº 386 - Marco;Belém;PA;66093005;andrade@expressoandrade.com;0777-0716;7;20;2026
BRASIL;Musan Mudanças Ltda - Epp;83671602000106;Passagem Gestão, nº 379 - Sacramenta;Belém;PA;66120310;demamatos@hotmail.com;0860-0917;9;29;2027
BRASIL;N L Transporte Multimodal Ltda;7702708000133;RODOVIA BR ARTHUR BERNARDES Nº 5885 - KM 14 - TAPANÃ;Belém;PA;66825000;GIANFB@LINAVE.COM.BR;1100-0820;8;5;2030
BRASIL;Norte Log Ltda.;13861254000146;Estrada do Outeiro, s/nº, Setor A,Quadra 01, Lotes 4 e 5 - Campina de Icoaraci;Belém;PA;66813250;assessoria.bel@norteloglogistica.com.br;0500-0812;8;12;2032
BRASIL;P.C. Musam Logística Eireli;28205654000170;Avenida Bernardo Sayão, nº 3224, box 1 - Condor;Belém;PA;66033192;musamlog@gmail.com;0854-0817;8;22;2027
BRASIL;Rio Matapi Navegação Ltda;14494538000104;DISTRITO INDUSTRIAL DE ICOARACI - ESTRADA DA MARACACUERA S/N - KM 5 -;Belém;PA;66815140;SERVIMPE@TERRA.COM.BR;0545-0313;3;1;2023
BRASIL;Unirios Rodofluvial E Logística Ltda;83346932000118;Furo do Pinheiro, S/N, Loteamento Jardim Paissanremo - Distrito de Icoaraci;Belém;PA;66813250;edgar@unirios.com.br;0609-0214;2;20;2024
BRASIL;Transtemy Navegação E Logística Tnl Ltda;53542601000192;Av. Pedro Álvares Cabral, 1323 – Umarizal;Belém;PA;66050400;secretaria@gruposanave.com.br;0329-0309;3;11;2019
BRASIL;Vale & Vale Serviços De Agenciamento De Cargas Ltda - Epp;19255079000120;TV Altamira nº 3271, Sala A, Cj. Bela Vista - Vale Cães;Belém;PA;66617130;ivanetevale.fernet@hotmail.com;0601-0114;1;24;2024
BRASIL;Trans-Aires Logística Ltda;3419290000109;Estrada da Maracacuera, lotes 10, 11 e 12, quadra 01, setor A -  Distrito Industrial de Icoaraci;Belém;PA;66815520;nelson.aires@majonav.com.br;1140-0121;1;18;2031
BRASIL;Rodobelém Transportes Ltda;5573324000132;TRAVESSA MAURITI Nº 178  - PEDREIRA;Belém;PA;66240000;RODOBELEM@HOTMAIL.COM;0436-0511;5;11;2021
BRASIL;Sabino De Oliveira Comércio E Navegação S.A;4872156000113;AV. PEDRO ALVARES CABRAL Nº 1.323 - TELEGRAFO;Belém;PA;66050400;ajuridica@gruposanave.com.br;0584-0913;9;19;2023
BRASIL;Techlog - Transporte Rodoviário De Carga E Mudança Ltda - Me;14545655000150;PASSAGEM COMERCIÁRIOS, Nº 9 - COQUEIRO;Belém;PA;66650550;techlogtransporte@hotmail.com;0606-0214;2;4;2024
BRASIL;T DE S M MATOS - LTDA;20601574000122;Travessa Padre Eutíquio, 2911,;Belém;PA;66045225;TM.LOG@BOL.COM.BR;0642-1014;5;26;2036
BRASIL;T DE S M MATOS - LTDA;20601574000122;Travessa Padre Eutíquio, 2911,;Belém;PA;66045225;tmlog.br@gmail.com;0642-1014;5;26;2036
BRASIL;World Log Transportes Ltda - Me;34931097000178;Estrada do Outeiro, s/n - setor A - Qd 01 - Lotes 4 e 5 - Campina;Belém;PA;66813250;geral@worldlogistica.com.br;0654-1214;12;23;2024
BRASIL;ECM TRANSPORTES, COMÉRCIO E SERVIÇOS LTDA;59928082000181;PASSAGEM GASTÃO, Nº 379 B;Belém;PA;66120310;ecmtransportesmultimodal@gmail.com;1541-0526;5;26;2036
BRASIL;Train Transportes Inteligentes Ltda - Me;3415854000127;Rodovia BR 316, Km 23/24 - Condomínio Alianza Park B - Campestre;Benevides;PA;68795000;matriz@transglobal.com.br;0815-1216;12;16;2026
BRASIL;Transglobal Norte Transportes Ltda;83325670000105;Rodovia BR 316, Km 23/24, s/nº - galpão 2 - Condomínio Alianza Park - Campestre;Benevides;PA;68795000;matriz@transglobal.com.br;0012-0305;2;4;2025
BRASIL;Transportes Magalhães Benevides Ltda;5911869000101;TV PRIMEIRA, ESTRADA DE NEOPOLIS, S/N, GALPAO B - CANUTAMA;Benevides;PA;68795000;contabil@transmagalhaes.com.br;1401-0124;1;17;2034
BRASIL;Magalhães Logística Ltda;9230232000100;ROD. BR 316 Nº 03 KM 22 - CANUTAMA;Benevides;PA;68795000;CARLA@TRANSMAGALHAES.COM.BR;1001-0719;7;10;2029
BRASIL;Mandacaru Logistica Ltda;42734113000160;RUA PROFESSORA LAURENTINA RAMOS, Nº 107, SALA 02, CENTRO;Benevides;PA;68795000;bel-adm3@granero.com.br;1204-1121;11;23;2031
BRASIL;Manoel Junior Cunha Transportes Eireli;24711550000187;Rua Justo Chermont, nº 495 - anexo 1 - Centro;Bragança;PA;68600000;bragancaexpress1@gmail.com;0780-0716;7;22;2026
BRASIL;Trans Cristal Transportes E Representações Ltda;4051084000143;Avenida Presidente Vargas nº 80 Bairro Cristo Redentor;Castanhal;PA;68741000;transcristalltda@yahoo.com.br;0513-0912;9;5;2022
BRASIL;Ativos Transportes E Logistica Ltda;45563971000188;TV CONEGO LUIS LEITAO, Nº 1975 - BOX A - PIRAPORA;Castanhal;PA;68740120;ativostransportes@gmail.com;1274-0722;7;7;2032
BRASIL;A C Taveira & Cia Ltda;7919228000129;Trav. 1º de Maio, nº 2035, Altos, sala B - Nova olinda;Castanhal;PA;66743040;taveira@expressotaveira.com.br;0778-0716;7;20;2026
BRASIL;Vbs Empreendimentos Ltda;42899374000130;RUA ANTAO FERREIRA DO VALLE, S/N, BELA VISTA,Nº 352;Itaituba;PA;68180460;SOUZABEZERRAVITOR@GMAIL.COM;1337-0323;3;13;2033
BRASIL;R&J Campos Serviços Ltda;10447760000103;RUA NOSSA SENHORA DO BOM REMÉDIO Nº 948 - BELA VISTA;Itaituba;PA;68180380;floraagro@hotmail.com;1340-0323;3;22;2033
BRASIL;Am & Am Transportes Ltda;10266214000168;QUADRA QUINZE - FOLHA 30 - S/N - LOTE 07 - SALA F - NOVA MARABÁ;Marabá;PA;68507445;BRAZMENEZES@GRANERO.COM.BR;1101-0820;8;5;2030
BRASIL;Norte Brasil Logística Ltda;10889552000156;R DEZENOVE DE JULHO, N° 19, URIBOCA;Marituba;PA;67202520;qualidade@nbllog.com.br?;1472-0225;2;18;2035
BRASIL;M. C. Transportes E Locações De Serviços Ltda;30523189000168;Rua J2, S/N, Quadra 275, Lote 46, 6 Etapa - Cidade Jardim;Parauapebas;PA;68515000;marceloanjos2010@hotmail.com;1338-0323;3;14;2033
BRASIL;Borges & Silva Construção Civil E Eletrica Ltda;22921069000190;TV MORAES SARMENTO 782 - SANTA CLARA;Santarém;PA;68005360;advmarkao@gmail.com;1226-0222;2;15;2032
BRASIL;Cianport - Cia Norte De Navegação E Portos;14789807000160;Rua Claudio Lucio Monteiro - nº 1380 - Novo Horizonte;Santana;AP;68926000;rafael.esteves@cianport.com.br;1122-1120;11;11;2030
BRASIL;Atual Cargas Transportes Ltda;8848231000161;TO-050, KM 4, SALA 01 -  ZONA RURAL;Palmas;TO;77064596;gleyson.faria@atualcargas.com.br;0971-0119;1;21;2029
BRASIL;Asa Log Transporte E Logistica Ltda - Me;10807984000170;QUADRA 104 NORTE  - RUA-NE 11 - Nº 46 - LOTE 41 - SALA 04A - PLANO DIRETOR NORTE;Palmas;TO;77006030;ADM@GRUPOCONEXAO.COM.BR;0630-0714;7;16;2024
BRASIL;Cargopag Transportes Ltda;35845185000110;Via de acesso A Emiliano Macieira/Acesso a BR 135, nº 100, loja 12 - Vila Maranhão;São Luís;MA;65091320;cargopagotm@gmail.com;1105-0820;8;20;2030
BRASIL;Entrega Ja Logistica E Servicos Eireli;27069620000133;AV SANTOS DUMONT, N° 66, LOJA 01 - ANIL;São Luís;MA;65046660;parafiscal03@gmcontabil.cnt.br;1268-0622;6;22;2032
BRASIL;D I Logística Eireli;26135158000162;AV. BR 135 / ENGENHEIRO EMILIANO MACIEIRA, Nº 2020, KM 12 - RIO GRANDE;São Luís;MA;65095603;murillo@dilogistica.com;1211-1221;12;16;2031
BRASIL;Intrading Global Ltda;24520612000173;AV. COLARES MOREIRA - QUADRA 32, LOTE 03-A. S/N - 12 E 13 - RENASCENÇA II;São Luís;MA;65075441;WANDERSON.MENDES@INTRADINGGLOBAL.COM;1010-0819;8;16;2029
BRASIL;R V De Sousa Junior Transportes Ltda;38227540000185;VIA DE ACESSO À BR 135, AVENIDA EMILIANO MACIEIRA, Nº 1001, SALA 06 -  VILA MARANHÃO;São Luís;MA;65091320;RONALDOVIEIRAVICE@GMAIL.COM;1322-0123;1;30;2033
BRASIL;Transulog Logística E Transporte Ltda;10268661000156;Av. Engenheiro Emiliano Macieira, 2000 - Maracanã;São Luís;MA;65095602;bene@transultransporte.com.br;0353-1009;3;9;2019
BRASIL;Tsf Transporte E Locação Eireli - Me;13437830000122;Av. Engenheiro Emiliano Macieira, nº 215, Km 06, sala 16 A - Maracanã;São Luís;MA;65095602;ivanira@transultratransporte.com.br;0883-0218;2;2;2028
BRASIL;Transportadora Rodonorte Ltda;1343157000182;AV. ENGENHEIRO EMILIANO MACIEIRA, N 2000, COMP: G RODOVIA BR 135 - MARACANA;São Luís;MA;65095602;ivanira@transultransporte.com.br;0879-0118;1;2;2028
BRASIL;Logicfull Transporte Multimodal Ltda;42375391000179;RUA SERGIPE, Nº 814, SALA 2 - PIRAJA;Teresina;PI;64003720;mario@mearimmotos.com.br;1237-0322;3;30;2032
BRASIL;Jlm De Almeida - Epp;86960721000169;AV. CENTENÁRIO Nº 1712. BAIRRO - AEROPORTO;Teresina;PI;64003700;gustavoskiadv@outlook.com;1103-0820;8;7;2030
BRASIL;Transrápido Logística Ltda Me;6135590000146;TV. INTENDENTE BERNADINO PROENÇA, 592 -  BAIRRO CENTRO;Baturité;CE;62760000;cidagomesassis@bol.com.br;1026-1019;10;8;2029
BRASIL;Tb Transportes Ltda;14233397000176;Rua Antero da Costa Gadelha, 10 - Genipapo;Caucaia;CE;61616025;diretoria@tbtransportes.srv.br;0820-0117;1;23;2027
BRASIL;Tmc - Terminal Multimodal De Cargas E Beneficiamento De Coque Ltda;22712188000133;Rod. CE 422, km 17, s/nº - Sítio Salgado;Caucaia;CE;61600970;GERENTEFINANCEIRO@TBTRANSPORTES.SRV.BR;0945-1018;10;19;2028
BRASIL;C C G DE M TELES DE QUENTAL LTDA;16747315000137;Sítio Paraíso, nº 90 ;Crato;CE;63138000;financeiro@ccglog.com.br;1530-0226;2;26;2036
BRASIL;C C G DE M TELES DE QUENTAL LTDA;16747315000137;Sítio Paraíso, nº 90 ;Crato;CE;63138000;faturamento@ccglog.com.br;1530-0226;2;26;2036
BRASIL;B M Locação E Logística Eireli;34314607000168;R. IRMA AMBROSINA Nº 115 - SALA 02  ALTOS - CENTRO;Eusébio;CE;61760000;COPRAL@COPRAL.COM.BR;1139-0121;1;18;2031
BRASIL;Benel Transportes E Logistica Ltda;43332756000140;R VICENTE LINHARES, nº 500, SL. 1402 - ALDEOTA;Fortaleza;CE;60135270;beneltransporte@gmail.com;1277-0822;8;5;2032
BRASIL;Blt Logística Eireli;23068420000105;RUA SANTA CATARINA 437 - PAN AMERICANO;Fortaleza;CE;60440125;kamila@bltagua.com;1149-0321;3;23;2031
BRASIL;Ar E Mar Assessoria Aduaneira E Logística Internacional Ltda - Me;14883222000104;Rua Osvaldo Cruz, nº 1 - sala 409 - Meireles;Fortaleza;CE;60125150;atendimento@aremarcomex.com.br;0750-0416;4;13;2026
BRASIL;Carlos Alberto Aguiar Gouveia;34760846000141;AV SANTOS DUMONT, Nº 2789, SALA 807 - ALDEOTA;Fortaleza;CE;60150165;carlos@cgcomex.com.br;1248-0522;5;5;2032
BRASIL;Confiança Mudança E Transportes Ltda;7223878000135;AV. LUCIANO CARNEIRO, 2255 - A  - BAIRRO VILA UNIÃO;Fortaleza;CE;60410691;decad@confiancabr.com.br;0398-0710;7;26;2020
BRASIL;Cti - Ceará Transportes Internacionais Ltda - Epp;7342331000159;Avenida Desembargador Moreira, nº 2800 salas 603 a 606;Fortaleza;CE;60170172;project@cticargo.com.br;0695-0715;7;29;2025
BRASIL;Hs Comércio E Logística Eireli;10943676000172;RUA OSVALDO CRUZ Nº 01, SALA 301, 3º ANDAR, EDIFÍCIO BEIRA MAR TRADE CENTER - MEIRELES;Fortaleza;CE;60125150;heverson@hstrade.com.br;0504-0812;8;30;2022
BRASIL;Guanabara Express Transporte De Cargas Ltda;8707061000103;Rod. BR 116 - Km 06, nº 2001 - Parque Iracema;Fortaleza;CE;60824115;contabilidade@guanabaraexpress.com.br;0939-0918;9;21;2028
BRASIL;Ftl - Ferrovia Transnordestina Logística S.A.;17234244000131;AV. FRANCISCO SÁ Nº 4829 - ÁLVARO WEYNE;Fortaleza;CE;60335195;ricardo.fernandes@tlsa.com.br;0597-1213;12;16;2023
BRASIL;Tmn - Terminal Multimodal Do Nordeste;24915385000185;Av. Santos Dumont, nº 2828, sala 1506;Fortaleza;CE;60150161;msalazar@tmnordeste.com.br;0831-0417;4;28;2027
BRASIL;Termaco - Terminais Marítimos De Containers E Serviços Acessórios Ltda;11552312000124;Rodovia BR 116, km 4, nº 7250 - Cajazeiras;Fortaleza;CE;60864012;edvar@termaco.com.br;0789-0816;8;2;2026
BRASIL;T M Cargas Aéreas E Logistica Ltda;1491071000105;RUA PERDIGÃO DE OLIVEIRA, Nº 151, LOJA C - PARANGABA;Fortaleza;CE;60720570;tmcargas@tmcargas.com.br;1395-0124;1;9;2034
BRASIL;Univans Mudanças E Transportes Eirelli-Epp;14839501000170;RUA LIVREIRO GUALTER Nº 589 - VILA UNIÃO;Fortaleza;CE;60420130;decad@confiancabr.com.br;0576-0813;8;14;2023
BRASIL;Transbet Transporte E Logística Ltda;7370836000127;RUA VICENTE LINHARES Nº 500 - SALA 1305 - BAIRRO ALDEOTA;Fortaleza;CE;60135270;comercial@transbet.com.br;1168-0621;6;14;2031
BRASIL;LDI LOGISTICS LTDA;18754563000130;Avenida 13 de maio, 1096, sala 501,  bairro Fátima,;Fortaleza;CE;60040530;OPS@LDI-LOGISTICS.COM;1438-0824;8;16;2034
BRASIL;FORTAL LOG TRANSPORTES E SERVIÇOS LOGISTICOS LTDA;15521992000170;RUA MANOEL RODRIGUES, Nº 631;Fortaleza;CE;60861015;zakaria@fortallog.com.br;1514-0925;9;9;2035
BRASIL;FORTAL LOG TRANSPORTES E SERVIÇOS LOGISTICOS LTDA;15521992000170;RUA MANOEL RODRIGUES, Nº 631;Fortaleza;CE;60861015;marcos.masullo@fortallog.com.br;1514-0925;9;9;2035
BRASIL;Importcargo Multimodal Ltda;60741953000132;Avenida Pontes Vieira, nº 2340, Sala 508;Fortaleza;CE;60135238;marcelo@importcargo.com.br;1503-0625;6;18;2035
BRASIL;ACCESS GLOBAL CHARTERING E TRANSPORTES LTDA;60118390000120;AVENIDA WASHINGTON SOARES, N 55;Fortaleza;CE;60811341;G.MARTENDAL@ACCESSLOGISTICS.COM.BR;1507-0725;7;10;2035
BRASIL;Vip Transporte De Cargas Ltda;5996122000101;Rua Cônego Lima Sucupira, 1275 - Serrinha;Fortaleza;CE;60741255;ronaldo@vipcargasaereas.com.br;1131-1220;12;14;2030
BRASIL;TM EXPERT TRANSPORTE AEREO LTDA;51476295000108;Avenida do Anjos nº 1417, lj 01 e 02;Fortaleza;CE;60720605;tmcargas@tmcargas.com.br;1484-0325;3;31;2035
BRASIL;Skymar Logistics Ltda;24910092000105;Av. Presidente Castelo Branco, nº 1940, galpão A, sala 1 - Catole;Horizonte;CE;62880970;jorge.santos@ecxglobal.com.br;0823-0117;1;25;2027
BRASIL;Copral Comércio E Navegação Ltda;7269707000147;VIA DE LIGAÇÃO 3, 331 - DISTRITO INDUSTRIAL III;Maracanaú;CE;61931060;rosanne@copral.com.br;1125-1120;11;13;2030
